Libya, https://en.wikipedia.org/wiki/Libya, https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Flag_of_Libya.svg/23px-Flag_of_Libya.svg.png, 23, 12, 1951,  1,0, From 1943 to 1951 Libya was under the control of Britain and France. On 24 December 1951&comma; Libya declared its independence and became the United Kingdom of Libya.
Malawi, https://en.wikipedia.org/wiki/Malawi, https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Flag_of_Malawi.svg/23px-Flag_of_Malawi.svg.png, 23, 15, 1964,  1,1, 
Malaya, https://en.wikipedia.org/wiki/Federation_of_Malaya,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Flag_of_Malaya.svg/23px-Flag_of_Malaya.svg.png, 23,13, 1957,  0,0, Federation of Malaya Independence Act 1957.
Maldives, https://en.wikipedia.org/wiki/Maldives, https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Flag_of_Maldives.svg/23px-Flag_of_Maldives.svg.png, 23, 15, 1965,  1,1, 
Malta, https://en.wikipedia.org/wiki/Malta, https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Malta.svg/23px-Flag_of_Malta.svg.png, 23, 15, 1964,  1,1, This occurred in spite of the 1956 Maltese United Kingdom integration referendum&comma; but in accordance with 1964 Maltese constitutional referendum.
Mauritius, https://en.wikipedia.org/wiki/Mauritius, https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Flag_of_Mauritius.svg/23px-Flag_of_Mauritius.svg.png, 23, 15, 1968,  1,1, 
Myanmar, https://en.wikipedia.org/wiki/Myanmar, https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Flag_of_Myanmar.svg/23px-Flag_of_Myanmar.svg.png, 23, 15, 1948,  1,0, Gained independence as Burma. Renamed Myanmar in 1989&comma; but still officially known by the United Kingdom government as Burma.
Nauru, https://en.wikipedia.org/wiki/Nauru, https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Flag_of_Nauru.svg/23px-Flag_of_Nauru.svg.png, 23, 12, 1968,  1,1, Independence from the United Kingdom&comma; Australia and New Zealand on 31 January 1968.
Nigeria, https://en.wikipedia.org/wiki/Nigeria, https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_Nigeria.svg/23px-Flag_of_Nigeria.svg.png, 23, 12, 1960,  1,1, Took in Northern Cameroons
Oman, https://en.wikipedia.org/wiki/Oman, https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Flag_of_Oman.svg/23px-Flag_of_Oman.svg.png, 23, 12, 1970,  1,0, 
Pakistan, https://en.wikipedia.org/wiki/Pakistan, https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Flag_of_Pakistan.svg/23px-Flag_of_Pakistan.svg.png, 23, 15, 1947,  1,1, Partition of India Bangladesh gained independence from Pakistan on 26 March 1971.
Qatar, https://en.wikipedia.org/wiki/Qatar, https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Flag_of_Qatar.svg/23px-Flag_of_Qatar.svg.png, 23, 9, 1971,  1,0, 
Saint Lucia, https://en.wikipedia.org/wiki/Saint_Lucia, https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Flag_of_Saint_Lucia.svg/23px-Flag_of_Saint_Lucia.svg.png, 23, 12, 1979,  1,1, 
Saint Kitts and Nevis, https://en.wikipedia.org/wiki/Saint_Kitts_and_Nevis, https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Saint_Kitts_and_Nevis.svg/23px-Flag_of_Saint_Kitts_and_Nevis.svg.png, 23, 15, 1983,  1,1, 
Saint Vincent and the Grenadines, https://en.wikipedia.org/wiki/Saint_Vincent_and_the_Grenadines, https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Flag_of_Saint_Vincent_and_the_Grenadines.svg/23px-Flag_of_Saint_Vincent_and_the_Grenadines.svg.png, 23, 15, 1979,  1,1, 
Seychelles, https://en.wikipedia.org/wiki/Seychelles, https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Flag_of_Seychelles.svg/23px-Flag_of_Seychelles.svg.png, 23, 12, 1976,  1,1, 
Sierra Leone, https://en.wikipedia.org/wiki/Sierra_Leone, https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Flag_of_Sierra_Leone.svg/23px-Flag_of_Sierra_Leone.svg.png, 23, 15, 1961,  1,1, 
Solomon Islands, https://en.wikipedia.org/wiki/Solomon_Islands, https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Flag_of_the_Solomon_Islands.svg/23px-Flag_of_the_Solomon_Islands.svg.png, 23, 12, 1978,  1,1, 
Somaliland, https://en.wikipedia.org/wiki/Somaliland,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Flag_of_Somaliland.svg/23px-Flag_of_Somaliland.svg.png, 23,12 , 1960,  0,0, The British Somaliland Protectorate gained independence on 26 June 1960 then united with the Trust Territory of Somalia on 1 July 1960 to form the Somali Republic&comma; but later broke away and unilaterally declared independence&comma; which is internationally unrecognised.
South Yemen, https://en.wikipedia.org/wiki/South_Yemen, https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Flag_of_South_Yemen.svg/23px-Flag_of_South_Yemen.svg.png, 23, 15,1967,  0,0, Merged with  North Yemen to form  Yemen in 1990
Sri Lanka, https://en.wikipedia.org/wiki/Sri_Lanka, https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Flag_of_Sri_Lanka.svg/23px-Flag_of_Sri_Lanka.svg.png, 23, 12, 1948,  1,1, Gained independence as the Dominion of Ceylon. Renamed Sri Lanka in 1972.
Sudan, https://en.wikipedia.org/wiki/Sudan, https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Flag_of_Sudan.svg/23px-Flag_of_Sudan.svg.png, 23, 12, 1956,  1,0, South Sudan gained independence from Sudan on 9 July 2011.
Tanganyika, https://en.wikipedia.org/wiki/Tanganyika_(1961%E2%80%931964), https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Flag_of_Tanganyika_%281961%E2%80%931964%29.svg/23px-Flag_of_Tanganyika_%281961%E2%80%931964%29.svg.png, 23, 15, 1961,  0,0, Tanganyika became independent on 9 December 1961. It joined with Zanzibar on 25 April 1964 to form  Tanzania.
The Bahamas, https://en.wikipedia.org/wiki/The_Bahamas, https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Flag_of_the_Bahamas.svg/23px-Flag_of_the_Bahamas.svg.png, 23, 12, 1973,  1,1, Bahamas Independence Act 1973
The Gambia, https://en.wikipedia.org/wiki/The_Gambia, https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Flag_of_The_Gambia.svg/23px-Flag_of_The_Gambia.svg.png, 23, 15, 1965,  1,1, 
Tonga, https://en.wikipedia.org/wiki/Tonga, https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Tonga.svg/23px-Flag_of_Tonga.svg.png, 23, 12, 1970,  1,1, 
Trinidad and Tobago, https://en.wikipedia.org/wiki/Trinidad_and_Tobago, https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Flag_of_Trinidad_and_Tobago.svg/23px-Flag_of_Trinidad_and_Tobago.svg.png, 23, 14, 1962,  1,1, Independence Day (August 31st)
Tuvalu, https://en.wikipedia.org/wiki/Tuvalu, https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Flag_of_Tuvalu.svg/23px-Flag_of_Tuvalu.svg.png, 23, 12, 1978,  1,1, 
Uganda, https://en.wikipedia.org/wiki/Uganda, https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Flag_of_Uganda.svg/23px-Flag_of_Uganda.svg.png, 23, 15, 1962,  1,1, 
United Arab Emirates, https://en.wikipedia.org/wiki/United_Arab_Emirates, https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Flag_of_the_United_Arab_Emirates.svg/23px-Flag_of_the_United_Arab_Emirates.svg.png, 23, 12, 1971,  1,0, National Day (United Arab Emirates)
United States, https://en.wikipedia.org/wiki/United_States, https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/23px-Flag_of_the_United_States.svg.png, 23, 12, 1776,  1,0, Fourth of July. Declaration of Independence from the Kingdom of Great Britain in 1776. British government recognized independence in 1783 with the Treaty of Paris.
Vanuatu, https://en.wikipedia.org/wiki/Vanuatu, https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Vanuatu.svg/23px-Flag_of_Vanuatu.svg.png, 23, 14, 1980,  1,1, Independence from United Kingdom and France in 1980
Zambia, https://en.wikipedia.org/wiki/Zambia, https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Flag_of_Zambia.svg/23px-Flag_of_Zambia.svg.png, 23, 15, 1964,  1,1, 
Zanzibar, https://en.wikipedia.org/wiki/Sultanate_of_Zanzibar, https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Flag_of_the_Sultanate_of_Zanzibar_%281963%29.svg/23px-Flag_of_the_Sultanate_of_Zanzibar_%281963%29.svg.png, 23, 15, 1963,  0,0, Zanzibar became independent on 10 December 1963. It joined with Tanganyika on 25 April 1964 to form  Tanzania.
Zimbabwe, https://en.wikipedia.org/wiki/Zimbabwe, https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Flag_of_Zimbabwe.svg/23px-Flag_of_Zimbabwe.svg.png, 23, 12, 1980,  1,0, Southern Rhodesia declared independence from United Kingdom on 11 November 1965 as  Rhodesia&comma; which was not internationally recognized. Rhodesia transitioned to majority rule as  Zimbabwe-Rhodesia on 1 June 1979 with a view to eventual international recognition&comma; but instead returned to British control under the Lancaster House Agreement followed by internationally recognised independence in 1980 as  Zimbabwe.
